Status,Max Seats,Seats Available,WL Available,CRN,Course,Title,Credit Hours,Instructor,Materials,Book Title and Edition,Author,ISBN,Copyright Year,Publisher
On Campus,23,13,0,81007,"=""MHS 6010""",Intro to School Counseling,3,"Sabella, R.",Required Material,ASCA National Model: Framework for School Counseling Edition: 3rd,ASCA,9781929289325,2012,American School Counselor Association
Closed,30,0,0,81008,"=""MHS 6021""",Intro to Clin Mental Hlth Coun,3,"Isaacs, M.",Required Material,Clinical Mental Health Counseling Community &Agency Setting Edition: 5th,Newsome,9780134385556,2018,Pearson
On Campus,30,3,0,81009,"=""MHS 6070""",Mental Disorders,3,"Mercer, M.",Required Material,Diagnostic & Statistical Manual of Mental Disorders (DSM-III) Edition: 3rd,Amer Psy Assoc,9780890420423,,American Psychiatric Publishing
On Campus,30,3,0,81009,"=""MHS 6070""",Mental Disorders,3,"Mercer, M.",Required Material,Abnormal Psychology Edition: 10th,Comer,9781319066949,2018,"Worth Publishers, Incorporated"
On Campus,30,3,0,81009,"=""MHS 6070""",Mental Disorders,3,"Mercer, M.",Required Material,Child Psychotherapy Treatment Planner Edition: 5th,Jongsma,9781118067857,2014,"John Wiley & Sons, Incorporated"
On Campus,30,3,0,81009,"=""MHS 6070""",Mental Disorders,3,"Mercer, M.",Unclassified Material,Complete Adult Psychotherapy Treatment Planner Edition: 5th,Jongsma,9781118067864,2015,"John Wiley & Sons, Incorporated"
On Campus,30,3,0,81009,"=""MHS 6070""",Mental Disorders,3,"Mercer, M.",Unclassified Material,Adolescent Psychotherapy Treatment Planner Edition: 5th,Jongsma,9781118067840,2014,"John Wiley & Sons, Incorporated"
Closed,25,0,0,83124,"=""MHS 6200""",Appraisal Procedures,3,"Finn, A.",Required Material,Principles and Applications of Assessment in Counseling Edition: 5th,Whiston,9781305856035,2017,Cengage Learning
On Campus,18,1,1,81010,"=""MHS 6200""",Appraisal Procedures,3,"Goldfarb, W.",Required Material,Prin & Applications of Assessment in Counseling Edition: 5th,Whiston,9781305271487,2017,Brooks Cole
Closed,30,-2,0,83125,"=""MHS 6428""",Psychosoc/Cross-cultural Couns,3,"Mercer, M.",Required Material,Counseling the Culturally Diverse Edition: 7th,Sue,9781119084303,2015,"John Wiley & Sons, Incorporated"
On Campus,20,12,0,82648,"=""MHS 6445""",Intro Relations/Family Counsel,3,"Bartley, A.",Required Material,Family Therapy Edition: 9th,Goldenberg,9781305092969,2016,Cengage Learning
On Campus,23,15,0,81022,"=""MHS 6481""",Human Dev for School Counselor,3,"Tilman, A.",Required Material,Life-Span Development Edition: 15th,Santrock,9780077861827,2015,McGraw-Hill
On Campus,30,3,0,81023,"=""MHS 6482""",Lifespan/Development,3,"Finn, A.",Required Material,Life-Span Development Edition: 15th,Santrock,9780077861827,2015,McGraw-Hill
On Campus,30,2,0,81015,"=""MHS 6500""",Introduction to Group Dynamics,3,"Mercer, M.",Required Material,Group Counseling (w/out DVD) Edition: 8th,Jacobs,9781305087309,2015,Cengage Learning
On Campus,15,3,0,81016,"=""MHS 6530""",Grp Wrk for Sch Professionals,3,"Tilman, A.",Required Material,Group Counseling: Strategies and Skills Edition: 8th,Jacobs,9781305686205,2016,Cengage Learning
On Campus,15,3,0,81016,"=""MHS 6530""",Grp Wrk for Sch Professionals,3,"Tilman, A.",Recommended Material,School Based Group Counseling Edition: 1st,Sink,9781133715429,2012,Cengage Learning
On Campus,15,3,0,81016,"=""MHS 6530""",Grp Wrk for Sch Professionals,3,"Tilman, A.",Recommended Material,Group Counseling in K-12 Schools Edition: 1st,Greenberg,9780205321957,2003,"Allyn & Bacon, Incorporated"
On Campus,10,2,0,81020,"=""MHS 6832""",Schl Counsl-Intern II,4,"Tilman, A.",Required Material,Clinical Training Manager (Access) Edition: N/A,Ctm,9780999232101,,"Tevera, LLC"
Closed,0,-11,0,81024,"=""MHS 6881""",Clinical Internship I,2,"Mercer, M.",Required Material,On Being a Therapist Edition: 5th,Kottler,9780190641542,2017,Oxford University Press
Distance Learning,26,6,10,81373,"=""MLS 4191""",Molecular Diagnostics,3,"Zemplinski, J.",Required Material,Molecular Diagnostics Edition: 2nd,Buckingham,9780803626775,2012,F. A. Davis Company
Distance Learning,26,4,10,81382,"=""MLS 4505""",Clinical Immunology,2,"St. Laurent, P.",Required Material,Immunology & Serology in Laboratory Medicine Edition: 6th,Turgeon,9780323431477,,"Mosby, Incorporated"
On Campus,60,28,5,80546,"=""MMC 3020""",Grammar,1,"Millner, L.",Required Material,Only Grammar Book You'll Ever Need Edition: N/A,Thurman,9781580628556,2003,Adams Media Corporation
On Campus,20,3,5,80558,"=""MMC 3104""",Writing for a Mass Audience,3,"Zeitlin, J.",Required Material,Bird By Bird Edition: N/A,Lamott,9780385480017,1994,Doubleday Books
On Campus,20,3,5,80558,"=""MMC 3104""",Writing for a Mass Audience,3,"Zeitlin, J.",Required Material,On Writing Well (30th Anniv Ed) Edition: N/A,Zinsser,9780060891541,2006,HarperCollins Publishers
Closed,20,0,10,80536,"=""MMC 3125""",News Reporting and Writing,3,"Scott, E.",Required Material,Inside Reporting Edition: 3rd,Harrower,9780073526171,2013,McGraw-Hill
On Campus,40,2,5,80475,"=""MMC 4211""",Media Law and Ethics,3,"Cribbs, J.",Required Material,A Practical Guide to Media Law Edition: 1st,Messenger,9780133746372,2015,Pearson
On Campus,10,6,0,83444,"=""MUE 3331""",Secondary Vocal Music Methods,3,"Brown, T.",Required Material,School Choral Program (w/CD) Edition: N/A,Holt,9781579996796,2008,"GIA Publications, Incorporated"
Closed,15,0,0,81480,"=""MUE 3451""",Woodwind Methods and Materials,1,"Jones, T.",Required Material,Guide to Teaching Woodwinds Edition: 5th,Westphal,9780697043924,1990,McGraw-Hill
On Campus,15,3,0,83038,"=""MUG 3104""",Introduction to Conducting,2,"Brown, T.",Required Material,Modern Conductor Edition: 7th,Green,9780131826564,2004,Pearson
On Campus,15,3,0,83038,"=""MUG 3104""",Introduction to Conducting,2,"Brown, T.",Required Material,Musician's Soul Edition: N/A,Jordan,9781579990589,1999,"GIA Publications, Incorporated"
Closed,21,0,0,81487,"=""MUG 3104""",Introduction to Conducting,2,"Yontz, T.",Required Material,Basic Conducting Techniques Edition: 7th,Labuta,9781138656987,2017,"Taylor & Francis Group, LLC"
On Campus,57,1,0,81491,"=""MUH 2512""",World Music Cultures,3,"Carper, K.",Required Material,World Music Cultures (Access) Edition: N/A,Carper,9781524923785,,Kendall Hunt Publishing Company
On Campus,35,4,0,82595,"=""MUH 3212""",Survey of Music History II,3,"Cimarusti, T.",Required Material,Ideas & Styles in Western Musical Tradition Edition: 4th,Seaton,9780190246778,2017,Oxford University Press
On Campus,57,1,0,81495,"=""MUL 2010""",Music Appreciation,3,"Bahr, J.",Required Material,Music: Social Experience (w/out 4CD's) Edition: N/A,Cornelius,9780136017509,2012,"Taylor & Francis Group, LLC"
On Campus,57,1,0,81495,"=""MUL 2010""",Music Appreciation,3,"Bahr, J.",Required Material,"Music: An Appreciation, Brief (Connect Access Card) Edition: 9th",Kamien,9781259966194,2017,McGraw-Hill
Distance Learning,60,3,0,81497,"=""MUL 2010""",Music Appreciation,3,"Cimarusti, T.",Required Material,Music: Social Experience (w/out 4CD's) Edition: N/A,Cornelius,9780136017509,2012,"Taylor & Francis Group, LLC"
Distance Learning,60,2,0,81496,"=""MUL 2010""",Music Appreciation,3,"Albergo, C.",Required Material,Music: Social Experience (w/out 4CD's) Edition: N/A,Cornelius,9780136017509,2012,"Taylor & Francis Group, LLC"
Closed,15,0,0,81516,"=""MUS 1201""",Diction I,1,"Frank, R.",Required Material,Diction for Singers Edition: 2nd,Wall,9781934477700,2009,Pacific Press Publishing Association
On Campus,15,9,0,83700,"=""MUS 1201""",Diction I,1,"Aubin, I.",Required Material,Diction for Singers Edition: 2nd,Wall,9781934477700,2009,Pacific Press Publishing Association
Closed,12,0,0,81515,"=""MUS 1360""",Intro to Music Technology,1,"Bernardo, M.",Required Material,Intro to Music Technology Edition: 2nd,Hosken,9780415825733,2015,Routledge
On Campus,20,2,0,81527,"=""MUT 1111""",Music Theory I,3,"Endrinal, C.",Required Material,Musician's Guide to Theory & Analysis Workbook (w/Total Access & Ebook) Edition: N/A,Clendinning,9780393574692,,"W. W. Norton & Company, Incorporated"
Closed,20,0,0,82349,"=""MUT 1111""",Music Theory I,3,"Endrinal, C.",Required Material,Musician's Guide to Theory & Analysis Workbook (w/Total Access & Ebook) Edition: N/A,Clendinning,9780393574692,,"W. W. Norton & Company, Incorporated"
Closed,20,0,0,81529,"=""MUT 1241""",Aural Skills I,1,"Endrinal, C.",Required Material,Rhythm Reading Edition: 2nd,Kazez,9780393970739,1997,"W. W. Norton & Company, Incorporated"
Closed,20,0,0,81529,"=""MUT 1241""",Aural Skills I,1,"Endrinal, C.",Required Material,Music for Sight Singing Edition: 9th,Rogers,9780205938339,2014,Pearson
On Campus,20,1,0,82303,"=""MUT 1241""",Aural Skills I,1,"Endrinal, C.",Required Material,Rhythm Reading Edition: 2nd,Kazez,9780393970739,1997,"W. W. Norton & Company, Incorporated"
On Campus,20,1,0,82303,"=""MUT 1241""",Aural Skills I,1,"Endrinal, C.",Required Material,Music for Sight Singing Edition: 9th,Rogers,9780205938339,2014,Pearson
On Campus,20,5,0,82860,"=""MUT 2116""",Music Theory III,3,"Bahr, J.",Required Material,Musician's Guide to Theory & Analysis (Workbook) Edition: 3rd,Clendinning,9780393264623,2016,"W. W. Norton & Company, Incorporated"
On Campus,20,5,0,82860,"=""MUT 2116""",Music Theory III,3,"Bahr, J.",Required Material,For the Musician's Guide to Theory & Analysis (Access) Edition: 3rd,Clendinning,9780393289909,2016,"W. W. Norton & Company, Incorporated"
On Campus,20,4,0,81531,"=""MUT 2116""",Music Theory III,3,"Bahr, J.",Required Material,For the Musician's Guide to Theory & Analysis (Access) Edition: 3rd,Clendinning,9780393289909,2016,"W. W. Norton & Company, Incorporated"
On Campus,20,4,0,81531,"=""MUT 2116""",Music Theory III,3,"Bahr, J.",Required Material,Musician's Guide to Theory & Analysis (Workbook) Edition: 3rd,Clendinning,9780393264623,2016,"W. W. Norton & Company, Incorporated"
On Campus,20,4,0,81535,"=""MUT 2246""",Aural Skills III,1,"Endrinal, C.",Required Material,Rhythm Reading Edition: 2nd,Kazez,9780393970739,1997,"W. W. Norton & Company, Incorporated"
On Campus,20,4,0,81535,"=""MUT 2246""",Aural Skills III,1,"Endrinal, C.",Required Material,Music for Sight Singing Edition: 9th,Rogers,9780205938339,2014,Pearson
On Campus,20,6,0,82778,"=""MUT 2246""",Aural Skills III,1,"Endrinal, C.",Required Material,Rhythm Reading Edition: 2nd,Kazez,9780393970739,1997,"W. W. Norton & Company, Incorporated"
On Campus,20,6,0,82778,"=""MUT 2246""",Aural Skills III,1,"Endrinal, C.",Required Material,Music for Sight Singing Edition: 9th,Rogers,9780205938339,2014,Pearson
On Campus,24,2,0,81536,"=""MUT 3311""",Orchestration and Arranging,3,"Szabo, K.",Required Material,Technique of Orchestration (CD) Edition: 6th,Kennan,9780130407726,2002,Pearson
On Campus,12,3,0,81538,"=""MUY 3503""",Clinical Foundations,3,"Rohrbacher, S.",Required Material,Developments in Music Therapy Practice Edition: N/A,Meadows,9781891278754,,BARCELONA PUB
On Campus,15,7,0,82339,"=""MVK 1111""",Class Piano I,1,"Patrick, L.",Required Material,Alfred's Group Piano for Adults (w/CD) (Bk1) Edition: 2nd,Lancaster,9780739053010,2008,"Alfred Publishing Company, Incorporated"
On Campus,15,4,0,81541,"=""MVK 1111""",Class Piano I,1,"Patrick, L.",Required Material,Alfred's Group Piano for Adults (w/CD) (Bk1) Edition: 2nd,Lancaster,9780739053010,2008,"Alfred Publishing Company, Incorporated"
Closed,15,0,0,81542,"=""MVK 1111""",Class Piano I,1,"Patrick, L.",Required Material,Alfred's Group Piano for Adults (w/CD) (Bk1) Edition: 2nd,Lancaster,9780739053010,2008,"Alfred Publishing Company, Incorporated"
On Campus,16,2,0,81544,"=""MVK 2121""",Class Piano III,1,"Seal, M.",Required Material,Alfred's Group Piano for Adults (w/CD) bk. 2 (Bk2) Edition: N/A,Lancaster,9780739049259,2008,"Alfred Publishing Company, Incorporated"
On Campus,16,1,0,81543,"=""MVK 2121""",Class Piano III,1,"Seal, M.",Required Material,Alfred's Group Piano for Adults (w/CD) bk. 2 (Bk2) Edition: N/A,Lancaster,9780739049259,2008,"Alfred Publishing Company, Incorporated"
On Campus,16,1,0,81545,"=""MVS 1116""",Class Guitar,1,"Ferlazzo, G.",Required Material,Teaching Beginning Guitar Class Edition: N/A,Swick,9780190661922,2017,Oxford University Press
On Campus,16,1,0,81545,"=""MVS 1116""",Class Guitar,1,"Ferlazzo, G.",Required Material,Guitar Songbook for Music Therapy Edition: N/A,Scheldt,9780786658626,2000,"Mel Bay Publications, Incorp"
Closed,16,0,0,81546,"=""MVS 1116""",Class Guitar,1,"Ferlazzo, G.",Required Material,Teaching Beginning Guitar Class Edition: N/A,Swick,9780190661922,2017,Oxford University Press
Closed,16,0,0,81546,"=""MVS 1116""",Class Guitar,1,"Ferlazzo, G.",Required Material,Guitar Songbook for Music Therapy Edition: N/A,Scheldt,9780786658626,2000,"Mel Bay Publications, Incorp"
On Campus,24,11,0,81356,"=""NGR 6002""",Advanced Health Assessment,3,"Swayne, C.",Required Material,Bates' Guide to Phys Exam etc (w/Bind-In Access Code) Edition: 12th,Bickley,9781469893419,2016,Lippincott Williams & Wilkins
On Campus,24,11,0,81356,"=""NGR 6002""",Advanced Health Assessment,3,"Swayne, C.",Required Material,Medical Nutrition & Disease Edition: 5th,Hark,9781118652435,2014,"John Wiley & Sons, Incorporated"
On Campus,23,13,0,81355,"=""NGR 6141""",Advanced Pathophysiology,4,"Goebel, K.",Required Material,Pathophysiology Biologic Basis etc (w/Access) Edition: 8th,McCance,9780323583473,2018,Elsevier Science & Technology Books
On Campus,23,13,0,81355,"=""NGR 6141""",Advanced Pathophysiology,4,"Goebel, K.",Recommended Material,100 Case Studies in Pathophysiology (w/CD & Access Code) Edition: N/A,Bruyere,9780781761451,2009,Lippincott Williams & Wilkins
On Campus,23,13,0,81355,"=""NGR 6141""",Advanced Pathophysiology,4,"Goebel, K.",Recommended Material,Publication Manual of APA Edition: 6th,Amer Psychol Assn,9781433805615,2010,American Psychological Association
On Campus,11,3,0,81369,"=""NGR 6305""",Primary Health Care III,3,"Sadighi, T.",Required Material,Pediatric Primary Care Edition: 6th,Burns,9780323243384,2016,W. B. Saunders Company
Distance Learning,20,10,0,81349,"=""NGR 6712""",Foundations of Nursing Educ.,3,"Murray, E.",Required Material,Transition from Clinician to Educator Edition: N/A,Fressola,9781284068740,2017,Jones & Bartlett Learning
Distance Learning,20,10,0,81349,"=""NGR 6712""",Foundations of Nursing Educ.,3,"Murray, E.",Required Material,New Leadership Challenge (w/Access Code) Edition: 5th,Grossman,9780803657663,2017,F. A. Davis Company
Distance Learning,20,10,0,81349,"=""NGR 6712""",Foundations of Nursing Educ.,3,"Murray, E.",Required Material,Teaching in Nursing Edition: 5th,Billings,9780323290548,2015,Elsevier - Health Sciences Division
Distance Learning,20,10,0,81349,"=""NGR 6712""",Foundations of Nursing Educ.,3,"Murray, E.",Required Material,Scope of Practice For Academic Nurse Educators  2012 Rev Edition: N/A,Nln,9781934758175,2012,National League for Nursing Press (NLN Press)
On Campus,8,2,0,83486,"=""NGR 7176""",Adv Pharmacology & Genomics,3,"Brubaker, K.",Required Material,Pharmacogenomics an Introduction & Clinical Perspective Edition: N/A,Bertino,9780071741699,2013,McGraw-Hill
On Campus,25,15,0,81352,"=""NGR 7768""",Basis of Adv. Practice Nursing,3,"Swayne, C.",Required Material,Advanced Practice Nursing: Essentials for Role Development Edition: 4th,Joel,9780803660441,2018,F. A. Davis Company
On Campus,25,11,0,81353,"=""NGR 7846""",Biostatistics & Epidemiology,3,"Gupta, J.",Required Material,The Essentials of Biostatistics for Physicians  Nurses  and Clinicians Edition: N/A,Chernick,9780470641859,2011,"John Wiley & Sons, Incorporated"
On Campus,25,11,0,81353,"=""NGR 7846""",Biostatistics & Epidemiology,3,"Gupta, J.",Required Material,Essen of Epidemiology in Public Health (w/Access Code) Edition: 3rd,Aschengrau,9781284028911,2014,Jones & Bartlett Learning
On Campus,25,2,0,82812,"=""NGR 7899""",Organization Syst. & Leadship,3,"Walters, J.",Required Material,Complexity Leadership (w/Bind-in Access Code) Edition: 2nd,Crowell,9780803645295,2016,F. A. Davis Company
On Campus,72,8,0,81412,"=""NUR 3065C""",Health Assessment,3,"Hahn, V.",Required Material,Physical Examination etc (Lab Manual) Edition: 7th,Jarvis,9780323265416,2015,W. B. Saunders Company
On Campus,72,8,0,81412,"=""NUR 3065C""",Health Assessment,3,"Hahn, V.",Required Material,Physical Examination & Health Assessment Edition: 7th,Jarvis,9781455728107,2015,Elsevier - Health Sciences Division
On Campus,72,8,0,81419,"=""NUR 3125""",Pathophysiology in Nursing,3,"Goebel, K.",Required Material,Pathophysiology (w/Bind-In Access) Edition: N/A,Capriotti,9780803615717,2016,F. A. Davis Company
On Campus,72,7,0,81420,"=""NUR 3145""",Pharmacology for Nursing,3,"Sadighi, T.",Required Material,Focus on Nursing Pharmacology (w/Bind-in Access Code) Edition: 7th,Karch,9781496318213,2016,Lippincott Williams & Wilkins
On Campus,32,10,0,81455,"=""NUR 3286""",Gerontological Nursing,2,"Stecher, J.",Required Material,Nursing Wellness Older Adults Edition: 8th,Miller,9781496368287,,Lippincott Williams & Wilkins
Closed,32,0,0,81443,"=""NUR 3355""",Child Health Nursing,2,"Harner, A.",Required Material,Essen of Pediatric Nursing (w/Bind-In Access) Edition: 3rd,Kyle,9781451192384,2016,Lippincott Williams & Wilkins
On Campus,32,10,0,81461,"=""NUR 3535""",Mental Health Nursing,2,"Walters, J.",Required Material,Psychiatric Mental Health Nursing Edition: 9th,Townsend,9780803660540,2018,F. A. Davis Company
Closed,8,0,0,81464,"=""NUR 3535L""",Mental Health Nursing Clinical,1,"Hahn, V.",Required Material,Psychiatric Nursing Edition: 10th,Townsend,9780803660557,,F. A. Davis Company
Off Campus,8,1,0,81467,"=""NUR 3535L""",Mental Health Nursing Clinical,1,"Hahn, V.",Required Material,Psychiatric Nursing Edition: 10th,Townsend,9780803660557,,F. A. Davis Company
Off Campus,8,1,0,81463,"=""NUR 3535L""",Mental Health Nursing Clinical,1,"Walters, J.",Required Material,Psychiatric Nursing Edition: 10th,Townsend,9780803660557,,F. A. Davis Company
On Campus,36,4,0,81428,"=""NUR 3825""",Intro to Professional Nursing,2,"Walters, J.",Required Material,Professional Nursing Concepts (w/Nav2 Premier Access) Edition: 4th,Finkelman,9781284127270,2019,Jones & Bartlett Learning
On Campus,36,4,0,81427,"=""NUR 3825""",Intro to Professional Nursing,2,"Melhado, L.",Required Material,Professional Nursing Concepts (w/Nav2 Premier Access) Edition: 4th,Finkelman,9781284127270,2019,Jones & Bartlett Learning
On Campus,72,8,0,81422,"=""NUR 3829C""",Foundations of Nsg Practice,4,"Lynn, M.",Required Material,Nursing Diagnosis Manual (w/Bind-In Access) Edition: 5th,Doenges,9780803644748,2016,F. A. Davis Company
On Campus,72,8,0,81422,"=""NUR 3829C""",Foundations of Nsg Practice,4,"Lynn, M.",Required Material,Fund of Nursing Bundle (w/Coursepoint & Drug Handbook) Edition: N/A,Taylor,9781975116484,,LIPPINCOTT WILLIAMS & WILKINS
On Campus,72,8,0,81422,"=""NUR 3829C""",Foundations of Nsg Practice,4,"Lynn, M.",Recommended Material,Fund Success (w/Access Code) Edition: 4th,Nugent,9780803644144,2015,F. A. Davis Company
On Campus,72,8,0,81422,"=""NUR 3829C""",Foundations of Nsg Practice,4,"Lynn, M.",Recommended Material,Dosage Calculations Edition: 2nd,Giangrasso,9780134624679,2018,Pearson Education
On Campus,32,8,0,81437,"=""NUR 3833""",Patient Care Manage in Nursing,3,"Portnoy, L.",Required Material,"Prioritization, Delegation & Management etc (w/Bind-in Acc) Edition: N/A",Hargrove-Huttel,9780803633131,2014,F. A. Davis Company
On Campus,32,8,0,81437,"=""NUR 3833""",Patient Care Manage in Nursing,3,"Portnoy, L.",Required Material,Code of Ethics for Nurses with Interpretive Statements Edition: N/A,Amer Nurses Assn,9781558101760,2001,American Nurses Publishing
On Campus,32,8,0,81437,"=""NUR 3833""",Patient Care Manage in Nursing,3,"Portnoy, L.",Required Material,Nursing Leadership & Management (w/Bind-In Access) Edition: N/A,Murray,9780803630215,2017,F. A. Davis Company
Distance Learning,32,9,0,81469,"=""NUR 4165""",Principles of Nursing Research,3,"Harner, A.",Required Material,Essen of Nursing Research (w/Access Code) Edition: 9th,Polit,9781496351296,2018,Lippincott Williams & Wilkins (Use for Ebook)
On Campus,32,8,0,81470,"=""NUR 4169""",Evidence-Based Nursing Prac.,3,"Davis-Huffman, P.",Required Material,Johns Hopkins Nursing Evidence-Based Practice Edition: 3rd,Dang,9781940446974,2018,"Sigma Theta Tau Intl, Center for Nursing Press"
On Campus,64,10,0,81429,"=""NUR 4227""",Adult Health Nursing II,3,"Harner, A.",Required Material,Winningham's Critical Thinking Cases in Nursing Edition: 6th,Harding,9780323289610,2016,Elsevier - Health Sciences Division
On Campus,64,10,0,81429,"=""NUR 4227""",Adult Health Nursing II,3,"Harner, A.",Required Material,Hinkle 14e CoursePoint+ & Text plus LWW DocuCare Package Edition: 14th,Lippincott,9781975107154,,LIPPINCOTT WILLIAMS & WILKINS
On Campus,32,3,0,81472,"=""NUR 4295C""",Critical Care Nursing,3,"Davis-Huffman, P.",Required Material,AACN Essentials of Critical Care Nursing Edition: 3rd,Burns,9780071822794,2014,McGraw-Hill Professional Publishing
Closed,32,0,0,81448,"=""NUR 4455""",Reproductive Health Nursing,2,"Ronco, S.",Required Material,Olds' Maternal-Newborn Nursing etc (w/out Access Code) Edition: 10th,Davidson,9780133954036,2016,Pearson
On Campus,32,1,0,81438,"=""NUR 4636""",Community & Pub Health Nursing,3,"Young, S.",Required Material,Public Health Nursing Edition: 9th,Stanhope,9780323321532,2016,Elsevier - Health Sciences Division
Closed,72,0,0,81196,"=""OCE 1001C""",Marine Systems,3,"Ercolani, C.",Required Material,Essen Invitation to Oceanography (w/out Access Code) Edition: N/A,Pinet,9781449619992,2012,Jones & Bartlett Learning
Closed,38,0,0,82672,"=""OCE 1001C""",Marine Systems,3,"Urakawa, H.",Required Material,Essen Invitation to Oceanography (w/Access Code) Edition: N/A,Pinet,9781449686437,2014,Jones & Bartlett Learning
Closed,38,0,0,82672,"=""OCE 1001C""",Marine Systems,3,"Urakawa, H.",Unclassified Material,Essen Invitation to Oceanography (w/out Access Code) Edition: N/A,Pinet,9781449619992,2012,Jones & Bartlett Learning
On Campus,30,10,0,80424,"=""OTH 3429C""",Neuroanatomy & Function,3,"Peburn, T.",Required Material,Clinical Neuroscience for Rehabilitation Edition: N/A,Schenkman,9780133024692,2013,Pearson
Closed,32,0,0,80406,"=""OTH 6002""",OT History and Foundations,2,"Fabrizi, S.",Required Material,Willard & Spackman's Occupational etc (w/Bind-in Access) Edition: 12th,Schell,9781451110807,2014,Lippincott Williams & Wilkins
On Campus,32,1,0,80413,"=""OTH 6106C""",Technology in Practice,3,"Myers, E.",Required Material,Occupational Therapy for Phys Dysfunction (w/Bind-In Access) Edition: 7th,Radomski,9781451127461,2014,Lippincott Williams & Wilkins
On Campus,32,1,0,80413,"=""OTH 6106C""",Technology in Practice,3,"Myers, E.",Required Material,Essen of Assistive Technologies Edition: N/A,Cook,9780323075367,2012,Elsevier - Health Sciences Division
On Campus,32,1,0,80413,"=""OTH 6106C""",Technology in Practice,3,"Myers, E.",Required Material,Publication Manual of APA Edition: 6th,Amer Psychol Assn,9781433805615,2010,American Psychological Association
On Campus,16,1,0,80408,"=""OTH 6415C""",Human Motion in Activity,3,"Myers, E.",Required Material,Occupational Therapy for Phys Dysfunction (w/Bind-In Access) Edition: 7th,Radomski,9781451127461,2014,Lippincott Williams & Wilkins
On Campus,16,1,0,80408,"=""OTH 6415C""",Human Motion in Activity,3,"Myers, E.",Required Material,Publication Manual of APA Edition: 6th,Amer Psychol Assn,9781433805615,2010,American Psychological Association
On Campus,16,1,0,80408,"=""OTH 6415C""",Human Motion in Activity,3,"Myers, E.",Required Material,Kinesiology for Occupational etc (w/Bind-In Access Code) Edition: 2nd,Rybski,9781556429163,2012,"SLACK, Inc"
Closed,16,-1,0,82935,"=""OTH 6415C""",Human Motion in Activity,3,"Myers, E.",Required Material,Kinesiology for Occupational etc (w/Bind-In Access Code) Edition: 2nd,Rybski,9781556429163,2012,"SLACK, Inc"
Closed,16,-1,0,82935,"=""OTH 6415C""",Human Motion in Activity,3,"Myers, E.",Required Material,Occupational Therapy for Phys Dysfunction (w/Bind-In Access) Edition: 7th,Radomski,9781451127461,2014,Lippincott Williams & Wilkins
Closed,16,-1,0,82935,"=""OTH 6415C""",Human Motion in Activity,3,"Myers, E.",Required Material,Publication Manual of APA Edition: 6th,Amer Psychol Assn,9781433805615,2010,American Psychological Association
Closed,16,0,0,82936,"=""OTH 6436C""",Adult UE Rehabilitation,3,"Allen, D.",Required Material,Fund of Hand Therapy Edition: N/A,Cooper,9780323091046,2014,"Mosby, Incorporated"
On Campus,16,1,0,80411,"=""OTH 6436C""",Adult UE Rehabilitation,3,"Belanger, B.",Required Material,Fund of Hand Therapy Edition: N/A,Cooper,9780323091046,2014,"Mosby, Incorporated"
Closed,32,0,0,80409,"=""OTH 6536C""",Occ. Performance Issues I,3,"Connor, A.",Required Material,Medical & Psychosocial Aspects of Chronic Illness & Disability Edition: 6th,Falvo,9781284105407,2017,Jones & Bartlett Learning
On Campus,32,1,0,80412,"=""OTH 6725""",Community Practice Seminar,3,"Connor, A.",Required Material,Developing Occupation-Centered Programs for the Community Edition: 3rd,Fazio,9781630912598,2017,SLACK INCORPORATED
Closed,7,0,0,83629,"=""OTH 6751C""",Occupational Therapy Research,3,"Connor, A.",Required Material,Evidence-Based Practitioner Edition: N/A,Brown,9780803643666,2017,F. A. Davis Company
Closed,4,0,0,83624,"=""OTH 6751C""",Occupational Therapy Research,3,"Jaffe, L.",Required Material,Evidence-Based Practitioner Edition: N/A,Brown,9780803643666,2017,F. A. Davis Company
Closed,5,0,0,83625,"=""OTH 6751C""",Occupational Therapy Research,3,"Belanger, B.",Required Material,Evidence-Based Practitioner Edition: N/A,Brown,9780803643666,2017,F. A. Davis Company
Closed,6,0,0,83626,"=""OTH 6751C""",Occupational Therapy Research,3,"Fabrizi, S.",Required Material,Evidence-Based Practitioner Edition: N/A,Brown,9780803643666,2017,F. A. Davis Company
Closed,4,0,0,83627,"=""OTH 6751C""",Occupational Therapy Research,3,"Myers, E.",Required Material,Evidence-Based Practitioner Edition: N/A,Brown,9780803643666,2017,F. A. Davis Company
On Campus,4,2,0,83628,"=""OTH 6751C""",Occupational Therapy Research,3,"Myers, E.",Required Material,Evidence-Based Practitioner Edition: N/A,Brown,9780803643666,2017,F. A. Davis Company
Closed,4,0,0,83630,"=""OTH 6751C""",Occupational Therapy Research,3,"Allen, D.",Required Material,Evidence-Based Practitioner Edition: N/A,Brown,9780803643666,2017,F. A. Davis Company
Distance Learning,25,7,0,83330,"=""PAD 5142""",Management of Non-profit Org,3,"Lee, R.",Required Material,Nonprofit Management 101 Edition: N/A,Heyman,9780470285961,2011,"John Wiley & Sons, Incorporated"
Distance Learning,25,2,0,81896,"=""PAD 6060""",Intro to Public Administration,3,"Banyan, M.",Required Material,Public Administration Edition: 9th,Stillman,9780618993017,2010,Cengage Learning
Distance Learning,25,2,0,81896,"=""PAD 6060""",Intro to Public Administration,3,"Banyan, M.",Required Material,Foundations of Public Service Edition: 2nd,Morgan,9780765634597,2013,M. E. Sharpe Incorporated
